Name,Fulladdress,Categories,phone,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Opening Hours,Featured Image
QILO LAUNDRY EXPRESS - Poltangan,"Jl. Swadaya II, No 10 RT.1/RW.5, Tj. Barat, RT.1/RW.5, Ps. Minggu, Kec. Jagakars","Binatu, Layanan Binatu",+62 877-7059-5917,0,0.0,https://search.google.com/local/reviews?placeid=ChIJRfzXATTzaS4RaunMIfpssn4&q=la,https://www.google.com/maps?cid=9129479216198117738,-6.2971499,106.8451607,None,"Minggu: [08.30-21.30], Senin: [08.30-21.30], Selasa: [08.30-21.30], Rabu: [08.30",https://lh5.googleusercontent.com/p/AF1QipOZxMPzSP3TDc3UAT3l7PFHte_lxeHz6_JzsAGP
CleanNEAT Laundry,"Jl. Jatipadang I No.1, RT.5/RW.3, Jati Padang, Ps. Minggu, Kota Jakarta Selatan,","Binatu, Layanan Binatu",+62 877-8110-0269,0,0.0,https://search.google.com/local/reviews?placeid=ChIJQYjFhBryaS4RF_xiDLlqKUM&q=la,https://www.google.com/maps?cid=4839516617595616279,-6.2867304,106.8291317,http://business.google.com/website/clean-neat,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO0MXGdKKomfiikSLY-hpW-eAfy46pilqgyEw_p
Fian Laundry Ampera,"PR7C+9MM, Gg. Kancil, RT.4/RW.9, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daer","Layanan Binatu, Toko Pakaian",None,0,0.0,https://search.google.com/local/reviews?placeid=ChIJFaWn9xzyaS4RybaKJXuxW7E&q=la,https://www.google.com/maps?cid=12780003510062855881,-6.286532299999999,106.8216745,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipPsHexdpC3LgAYCZHHiOlT8sJ5aJwuOl06knWqI
Laundry Jakarta Selatan Khuf Clean and Care,"Jl. Mesjid Al Hidayah No.1, RT.3/RW.7, Pejaten Bar., Ps. Minggu, Jakarta, Daerah",Layanan Binatu,+62 899-1971-197,0,0.0,https://search.google.com/local/reviews?placeid=ChIJM2X4TpDzaS4RnDOx6AGRA0g&q=la,https://www.google.com/maps?cid=5189150633045865372,-6.275674599999999,106.8350568,None,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipNX0yM4vXvEW7poKiKfIlalwK1yxypznRebIg6l
BannaWash Laundry,"Jl. H. Radin No.26, RT.14/RW.3, Petukangan Utara, Kec. Pesanggrahan, Kota Jakart",Layanan Binatu,+62 821-2248-5159,0,0.0,https://search.google.com/local/reviews?placeid=ChIJl5tY5dPxaS4R9r1IX7Q1TwY&q=la,https://www.google.com/maps?cid=454641136196697590,-6.2354813,106.7552401,https://www.bannawash.xyz/,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOnUbiMBGGUG4MqDeOD4zl1Zxt10dsAaYP2BFRy
BannaWash Laundry Express Ulujami,"6, Jl. H. Buang No.16, RT.6/RW.7, Ulujami, Kec. Pesanggrahan, Daerah Khusus Ibuk",Binatu,+62 821-1634-4117,0,0.0,https://search.google.com/local/reviews?placeid=ChIJC5CMmIbxaS4RfklGt2bi-ZA&q=la,https://www.google.com/maps?cid=10446629741451954558,-6.2462368,106.7667783,http://www.bannawash.xyz/,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNqAenUfYbgYptYPLANrllTxAiS5i0Xt_tpeifP
Jilah laundry,"Jl. Damai Raya No.45, RT.11/RW.5, Petukangan Sel., Kec. Pesanggrahan, Kota Jakar","Binatu Cucian Kering, Binatu",+62 896-5332-3045,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ95Cbz-vwaS4RkavuC1Juh6M&q=la,https://www.google.com/maps?cid=11783508248704756625,-6.2432929,106.7520381,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNDnL5TVBPSVC5dUf3uhNYBTgKej1veFfi6YoXb
Joy Wash Laundry,"Jl. Ulujami Raya No.5 13, RT.5/RW.4, Ulujami, Kec. Pesanggrahan, Kota Jakarta Se",Binatu,+62 812-8771-7047,0,0.0,https://search.google.com/local/reviews?placeid=ChIJEev6H_jxaS4RdU_uvxfgLos&q=la,https://www.google.com/maps?cid=10029199812809609077,-6.243604299999999,106.7632023,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNBnsHHkXoonwjJlkesuNVS2woCZPQn2ptpzmBo
Kleen Laundry & General Cleaning,"Jl. Kesehatan Raya No.49, Bintaro, Kec. Pesanggrahan, Jakarta, Daerah Khusus Ibu",Binatu,+62 811-9906-060,0,0.0,https://search.google.com/local/reviews?placeid=ChIJuYesu5LxaS4R9Sj0RKqt_pI&q=la,https://www.google.com/maps?cid=10592094320434882805,-6.2707104,106.7595433,http://www.laundrykleen.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO4oNamT9CuYLikicgam98pBWCDHd3OzTUcQ1Rl
Lesgo Laundry - Petukangan Selatan,"No. 07B, Jl. Manunggal 2 No.RT06/02, Petukangan Sel., Kec. Pesanggrahan, Kota Ja",Layanan Binatu,+62 859-5611-1207,0,0.0,https://search.google.com/local/reviews?placeid=ChIJwUngrh_xaS4Rbuc9NHEC2Ls&q=la,https://www.google.com/maps?cid=13535571365293057902,-6.2440641,106.7492981,https://linktr.ee/lesgolaundry,"Minggu: [07.30-20.30], Senin: [07.30-20.30], Selasa: [07.30-20.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipPuKt_JuI9dL69w6WD9XzDLDGB4duFbiA0uibs-
SABIA LAUNDRY CARE EXPERT (Drop Point) | Laundry Premium Express Terdekat Pesang,"Apt. Bintaro Park View Tower A, Jl. Bintaro Permai No.5 Lantai 1 Unit A01-15, Da","Binatu, Jasa Pembersih Karpet, Layanan Binatu",+62 851-7445-4814,0,0.0,https://search.google.com/local/reviews?placeid=ChIJr2AT2K_xaS4RhTyzXjUuM2U&q=la,https://www.google.com/maps?cid=7292223028399914117,-6.2581509,106.7591452,https://www.sabialaundry.com/,"Minggu: [08.00-17.00], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOOrKFSCK00On71D7wTsO2bNTMgcGhhx7juTjxX
Laundry tas jakarta selatan petukangan,"Jl. Kemajuan 3 RT. 005/04 No.10 Petukangan Selatan, Pesanggrahan, Selatan, Jakar","Binatu, Binatu Cucian Kering, Jasa Semir Sepatu",+62 812-8960-4023,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ14Ze6hrxaS4RtvjKXWzubf0&q=la,https://www.google.com/maps?cid=18261514213254690998,-6.2396729,106.753591,https://www.instagram.com/cucialaskaki,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOTiKva16-eNM1IuH7VvdvQ4rTbtqKPxW3TqVak
Laundry Perkilo Premium Bintaro,"Jl. Kesehatan Raya No.25, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daer",Layanan Binatu,+62 877-8099-1830,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ2WEO3k_waS4RNAedLXs2Uck&q=la,https://www.google.com/maps?cid=14506435777411221300,-6.2707457,106.7603389,https://www.instagram.com/laundryperkilopremium/,"Minggu: [08.00-19.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPaKa7VIG1I8RW96Jjt09MrFveWjx_ONpi2gkT9
Okaasan Laundry Puri Park View,"Jl. Pesanggrahan No.raya, RT.10/RW.5, Meruya Utara, Kec. Kembangan, Kota Jakarta",Layanan Binatu,+62 819-0660-1052,0,0.0,https://search.google.com/local/reviews?placeid=ChIJY5eNSWP3aS4Rxj9SVKeTTws&q=la,https://www.google.com/maps?cid=815032404460847046,-6.1920946,106.7557171,https://instagram.com/okaasanpuriparkview?utm_medium=copy_link,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPPsbcMf5fjpcem-QY0qXhgY8nJUAVWopLlRxFR
Setiabudi Laundry,"# RT01 RW 02 Setiabudi, Jl. Taman Setia Budi I No.2, RT.1/RW.2, Kuningan, Setia ",Layanan Binatu,None,0,0.0,https://search.google.com/local/reviews?placeid=ChIJs57JVrH1aS4RKmLXw0Vj-kQ&q=la,https://www.google.com/maps?cid=4970394290046329386,-6.2095823,106.8262106,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMtIH-Bdqh9hPVBxSF8hbyXFuGnmAsKy7ttKFEg
Rewash Smart Laundry Setiabudi,"Jl. Taman Setia Budi II No.28, RT.1/RW.2, Kuningan, Setia Budi, Kecamatan Setiab",Layanan Binatu,+62 812-1293-2660,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ8QLhjGz1aS4R7k73ezYi99w&q=la,https://www.google.com/maps?cid=15922232624995061486,-6.2095629,106.8271948,http://rewash.id/,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNQfkHgYW93-qLGnWFG2aQ1XGJ66gQVn-DfqCwM
aQualis Laundry & Green Dry Clean - Setiabudi,"Jl. Setia Budi Tengah Jl. Kuningan Barat Raya No.5, RT.1/RW.1, Kuningan, Setia B",Binatu,+62 812-1062-8624,0,0.0,https://search.google.com/local/reviews?placeid=ChIJCxSLAQX0aS4RwIbxwqtlVhU&q=la,https://www.google.com/maps?cid=1537528111178024640,-6.2092038,106.8267244,http://www.aqualisfabricare.com/,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipPDgvEyrenFkSOrDyx4N36eN-HUtpocQrXgK3fP
Zazizu Laundry,"Jl. Taman Setia Budi Tim. No.No 5, RT.5/RW.2, Kuningan, Setia Budi, Kecamatan Se",Binatu,+62 813-9953-8877,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ9XhwuwX0aS4RNMuzgOBPQGA&q=la,https://www.google.com/maps?cid=6935631251801099060,-6.210607899999999,106.8277717,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMFBp8VeRmEuy3ulKhdKH7KsKRDp5EEn8KTsbLi
Apique Laundry,"depan Resto Mbah Jingkrak, Jl. Setia Budi Tengah No.20 1, RT.1/RW.1, Kuningan, S","Layanan Binatu, Binatu",+62 878-8340-6631,0,0.0,https://search.google.com/local/reviews?placeid=ChIJv6hTVQT0aS4RTV8o8kTM0tI&q=la,https://www.google.com/maps?cid=15191429089566678861,-6.208514999999999,106.827119,http://www.apiquelaundry.com/,"Minggu: [00.00-17.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO8JXEerFpyonfiqly0_L7FXVpZEZbwKHjz8LbT
Kleen Laundry Setiabudi,"Jl. Karbela Timur No.3, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selat",Binatu,+62 811-176-030,0,0.0,https://search.google.com/local/reviews?placeid=ChIJJdqK-nn1aS4Rf3BKaRF5zZI&q=la,https://www.google.com/maps?cid=10578244215451054207,-6.2148803,106.8275992,http://laundrykleen.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMJZgYVryjUMUS8qeI8eBlBbrn1aR2d3SwcCU9X
Quick & Clean Laundry & Dry Clean,"Jl. Setia Budi Tengah No.2, RT.1/RW.1, Kuningan, Setia Budi, Kecamatan Setiabudi",Layanan Binatu,None,0,0.0,https://search.google.com/local/reviews?placeid=ChIJlcxfAAX0aS4RiSUABA53hWQ&q=la,https://www.google.com/maps?cid=7243326477775676809,-6.2094632,106.82692,None,None,https://lh5.googleusercontent.com/p/AF1QipMOlfC9kfoRZn3FPbH9-tqvB8TBA0OZI8MP0ODp
FILOLI DailyLaundry++ The Peak Residence Setiabudi,"The Peak Sudirman, Jl. Setiabudi Raya Jl. YBR V No.9, RT.2/RW.2, Kuningan, Setia","Binatu, Binatu Cucian Kering, Layanan Binatu",+62 21 57945032,0,0.0,https://search.google.com/local/reviews?placeid=ChIJOVTroAP0aS4RlMitag_rMtU&q=la,https://www.google.com/maps?cid=15362599730360993940,-6.2103432,106.8237888,http://www.myfiloli.com/,"Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00-18.00",None
Rama Laundromat Setiabudi,"Jl. Setia Budi Tengah No.89, Kuningan, Setia Budi, Kecamatan Setiabudi, Kota Jak",Binatu,+62 821-2345-9919,0,0.0,https://search.google.com/local/reviews?placeid=ChIJbRNxLAX0aS4RYmWlFnTLBVQ&q=la,https://www.google.com/maps?cid=6054468973526082914,-6.208777899999999,106.8267542,http://www.ramalaundromat.com/,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPQIQ2yEnfbSNEaBlv36a0MtKb7FTj0bmXo72hv
LaundryKlin Setiabudi,"Jl. K.H. Royani I No.8c 7, RT.7/RW.1, Kuningan, Karet Kuningan, Kecamatan Setiab",Binatu,+62 878-2246-7202,0,0.0,https://search.google.com/local/reviews?placeid=ChIJPQ6HogD0aS4R6lxHY9WZMK8&q=la,https://www.google.com/maps?cid=12623758897292205290,-6.2168754,106.8223723,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOJtWkI4_ytVYE5woC2PgawmWWbEUUOE63DpA4g
Arlet Laundry Tebet Barat Satuan dan Kiloan,"15, Jl. Tebet Barat V No.12, RT.15/RW.4, Tebet Bar., Kec. Tebet, Jakarta, Daerah","Binatu, Layanan Binatu",+62 21 83792673,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ-QhO5InzaS4RVPcXei2568s&q=la,https://www.google.com/maps?cid=14694041814199433044,-6.2349349,106.8497735,None,"Minggu: [Tutup], Senin: [06.30-17.30], Selasa: [06.30-17.30], Rabu: [06.30-17.30",https://lh5.googleusercontent.com/p/AF1QipNxcsyYh9wWiYANGIH8qg0YQBrUaiaX3x6v2p_P
aQualis Laundry & Green Dry Clean - Tebet,"Jl. Tebet Raya No.11 M, RT.20/RW.1, West Tebet, Tebet, South Jakarta City, Jakar",Binatu,+62 813-8197-2437,0,0.0,https://search.google.com/local/reviews?placeid=ChIJIQosAr3zaS4RxvzAlcNNwa4&q=la,https://www.google.com/maps?cid=12592431535531031750,-6.230008,106.850679,http://www.aqualisfabricare.com/,"Minggu: [08.00-16.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipONQ8Sg7fzcA-kkrfMDav4LYlFCdETHMUByHSWB
Freshclin Laundry,"Deretan BCA, sblh Indomaret ps. Tb Barat, Jl. Tebet Barat IX No.34, Tebet Bar., ","Binatu, Pemasok peralatan binatu yang dioperasikan dengan koin, Binatu Cucian Ke",+62 877-7911-6888,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ-6Cv_V_zaS4R-_JGYvYTvWs&q=la,https://www.google.com/maps?cid=7763383281588302587,-6.23846,106.849289,None,"Minggu: [Tutup], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00-20.00",https://lh5.googleusercontent.com/p/AF1QipOXoqB8YhlsIXU-ePArcLuL4VzjVcFkcguGluKG
aQualis Laundry & Green Dry Clean - Tebet Barat,"Jl. Tebet Barat VIII No.22, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah",Layanan Binatu,+62 813-1896-8797,0,0.0,https://search.google.com/local/reviews?placeid=ChIJWc1vEJTzaS4RNII0j2Y_QHA&q=la,https://www.google.com/maps?cid=8088534640479207988,-6.2358359,106.8486881,https://www.aqualisfabricare.com/,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipONeyEBbLvQOs_U56p4zJjsU4QxlPDUdO-tYX7p
Kleen Laundry & General Cleaning Tebet,"Jl. Tebet Utara I No.39c, Tebet Tim., Kec. Tebet, Jakarta, Daerah Khusus Ibukota",Binatu,+62 811-918-980,0,0.0,https://search.google.com/local/reviews?placeid=ChIJKa2qjLXzaS4RA51-2-BRVKk&q=la,https://www.google.com/maps?cid=12201467316650548483,-6.2261014,106.8525702,https://laundrykleen.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5JhY29r7LaXH52sZq
Dpurple Laundry Tebet,"4, Jl. Asem Baris Raya No.37, RW.6, Kb. Baru, Kec. Tebet, Kota Jakarta Selatan, ","Binatu Cucian Kering, Binatu, Layanan Binatu",+62 838-7901-9590,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ013z7hXzaS4RlvEAaTywHKQ&q=la,https://www.google.com/maps?cid=11825520495074275734,-6.2349826,106.8600484,http://www.dpurplelaundry.com/,"Minggu: [07.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMMdx8_lpBX37q5MyUopO5qzO7nJo9vk3Pi_mbC
Laundry Perkilo Premium Casablanca,"Jl. Pal Batu Raya No.19, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah",Layanan Binatu,+62 878-8787-7850,0,0.0,https://search.google.com/local/reviews?placeid=ChIJnxFYB43zaS4RhQ0tMQOgI_s&q=la,https://www.google.com/maps?cid=18096483663275167109,-6.2248006,106.8445333,https://www.instagram.com/laundryperkilopremium/,"Minggu: [08.00-19.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOGcbEOj9CtS_EkJnDWjmcHq_1R4qitue6YcCYe
Berkah-laundry,"Jl. Kelinkit No.77B 6, RT.6/RW.1, Menteng Dalam, Kec. Tebet, Kota Jakarta Selata",Layanan Binatu,+62 878-8587-6660,0,0.0,https://search.google.com/local/reviews?placeid=ChIJTx9bZxnzaS4RDlKK-O2sGC8&q=la,https://www.google.com/maps?cid=3393652457300709902,-6.2371183,106.8423999,None,None,https://lh5.googleusercontent.com/p/AF1QipMMON6rQ1IkNCigBINs3AZcV_sXMXREH-jYR7Rs
Nuna Laundry,"Jl. Sawo Kecik 7-8 No.17, RT.7/RW.7, Bukit Duri, Kec. Tebet, Kota Jakarta Selata",Layanan Binatu,+62 878-7074-0844,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ9YYoo5vzaS4R7b8f1X3cjLc&q=la,https://www.google.com/maps?cid=13226188638684954605,-6.2218512,106.8565293,None,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOIMCrWYJ4adq_Fgt8V9c2b5-WkE9JKAnKAh3KA
Doremi Laundry,"Cervino Village Apartment, RT.3/RW.1, West Tebet, Tebet, South Jakarta City, Jak",Layanan Binatu,+62 812-8566-2724,0,0.0,https://search.google.com/local/reviews?placeid=ChIJyx5LRAzzaS4RT6YEa3qmCu4&q=la,https://www.google.com/maps?cid=17152705175505643087,-6.2248647,106.8514008,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipP9bddrpO2nXN0nj8ZZVBh-MnNs-IyRB5CmBupC
LaundryKlin Plus (Express Laundry Gratis Antar Jemput ),"Jl. Sumur Bor No.29 A, RT.7/RW.5, Cengkareng Bar., Kecamatan Cengkareng, Kota Ja",Binatu,+62 877-7786-8231,0,0.0,https://search.google.com/local/reviews?placeid=ChIJmYzYlIv5aS4RPJoKuX5C3ao&q=la,https://www.google.com/maps?cid=12312070068338596412,-6.149911599999999,106.718478,https://instagram.com/laundryklinplus,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPggRFLPk3m8veZsNbJ3NmbLHKoScw5SWrKjyXd
King laundry,"Jl. Dolar No.18 8, RT.8/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, ",Layanan Binatu,None,0,0.0,https://search.google.com/local/reviews?placeid=ChIJc1Aqicn3aS4RUydJXt8tJIM&q=la,https://www.google.com/maps?cid=9449728355512952659,-6.1458681,106.7452491,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOtCguc5lU3Usal-mMrvKL5QN6TJP4JwM7uqDB-
Rumah Laundry Koko,"Jl. Salam III No.8, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah ",Binatu,+62 813-1165-6219,0,0.0,https://search.google.com/local/reviews?placeid=ChIJQ20_Xtj3aS4RWet9JvAaoQc&q=la,https://www.google.com/maps?cid=549750248256170841,-6.1647815,106.7402107,https://www.instagram.com/rumahlaundri,"Minggu: [Tutup], Senin: [09.00-18.00], Selasa: [09.00-18.00], Rabu: [09.00-18.00",https://lh5.googleusercontent.com/p/AF1QipPHWQVwKbEcdZL3poY1BOtQIxbZVfajTKNckhFy
Super Clean Laundry & Dry Clean || Free Pick-up Jakarta Barat,"Apartemen City Resort Tower Orchid Lantai Dasar No. 9, RT.7/RW.14, Cengkareng Ti","Layanan Binatu, Binatu",+62 812-9565-1217,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ7aRoMoodai4RBB0FkWMwP2Q&q=la,https://www.google.com/maps?cid=7223545531518491908,-6.1353961,106.7314551,https://instagram.com/superclean_palem?igshid=1kt08w2hj6qsw,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipP3APITWdjRvGrDfarrcyxit6SfEzYfFQslQSCp
Laundry Kiloan Cengkareng Layanan Antar Jemput Terdekat,"Jl. Nurul Amal 20 No.2, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Bara",Layanan Binatu,+62 878-8486-2587,0,0.0,https://search.google.com/local/reviews?placeid=ChIJDwXQQUv3aS4RSPZgdv-8_hU&q=la,https://www.google.com/maps?cid=1584911924269741640,-6.148267,106.7325593,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNoFuxRr6u3MfGOgEV-wTV6JYH8ffK9TSfGxpIV
Bong Laundry,"Jl. Taman Palem Lestari Blk. C1 No.22, Cengkareng Bar., Kecamatan Cengkareng, Ko","Binatu, Pemasok peralatan binatu yang dioperasikan dengan koin",+62 896-5160-8181,0,0.0,https://search.google.com/local/reviews?placeid=ChIJu9oMvBUdai4RpDR_dPenNCo&q=la,https://www.google.com/maps?cid=3041240329635181732,-6.1348089,106.7197393,None,"Minggu: [10.00-22.00], Senin: [10.00-22.00], Selasa: [10.00-22.00], Rabu: [10.00",https://lh5.googleusercontent.com/p/AF1QipPrxixhYNZ7M-8ZHDNybHcjzcV_he1vmX4BXfsd
Forla Laundry,"Jl. Dolar No.1 13, RT.13/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat,",Layanan Binatu,+62 21 54334842,0,0.0,https://search.google.com/local/reviews?placeid=ChIJV54ZxrH3aS4Rt3rslkMfodU&q=la,https://www.google.com/maps?cid=15393619376484416183,-6.1461166,106.7494025,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipP8TxfvbvWKr6yN2GiNCmhsRQXC-n3BNtzXayw9
Bojong Coin Laundry,"Jl. Bojong Raya No.45, RT.2/RW.04, Rw. Buaya, Kecamatan Cengkareng, Jakarta, Dae","Binatu, Layanan Binatu",+62 813-1115-0054,0,0.0,https://search.google.com/local/reviews?placeid=ChIJv9mfzmn3aS4R_9h7Tf-jU90&q=la,https://www.google.com/maps?cid=15948271022361008383,-6.1643583,106.7356305,https://wa.me/6281311150054,"Minggu: [07.00-19.00], Senin: [Tutup], Selasa: [07.00-18.00], Rabu: [07.00-18.00",https://lh5.googleusercontent.com/p/AF1QipNhKy24CN0UQojFnBeuL4Q7huXXI0UOxAgiVdc=
Supreme Laundry Semanan,"Jl. Dharma Kencana No.2 Blok D, Duri Kosambi, Kecamatan Cengkareng, Jakarta, Dae",Binatu Cucian Kering,+62 851-5093-3088,0,0.0,https://search.google.com/local/reviews?placeid=ChIJAZcDyoj3aS4R80l2sWdkh_c&q=la,https://www.google.com/maps?cid=17836335245745867251,-6.1634563,106.7239116,None,None,https://lh5.googleusercontent.com/p/AF1QipN5WZtBEq18xymPPQdPTcNhu-b_yizqeNRw7cLg
Laundry Zone Kosambi,"Komplek Kosambi Baru, Jalan Taman Kosambi Barat blok C 14 No 10, Duri Kosambi - ",Layanan Binatu,+62 822-1021-0250,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ0c5RXy74aS4R81hcc-ts4_w&q=la,https://www.google.com/maps?cid=18222528275779705075,-6.173217999999999,106.7145035,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipO5HcWBu-vvZdFinyOBuv42Yyv7jO9Z0xmbLcjj
YA LAUNDRY Grogol,"Jl. Muwardi No.2B, RT.12/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Bara",Binatu Cucian Kering,+62 823-2208-8277,0,0.0,https://search.google.com/local/reviews?placeid=ChIJmyIWCQD3aS4ROkZ1PY-Wk1c&q=la,https://www.google.com/maps?cid=6310553044831782458,-6.162336,106.7965154,https://www.instagram.com/y.a_laundry?igsh=YzVkODRmOTdmMw==&utm_source=qr,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipMBvMNpohPnYoEqFI7Ikm_dgqZ5gnBkffcU1bNe
Laundry Oson Express,"Jl. Tj. Gedong.8 A , Tomang, Kec. Grogol Petamburan Rt 002/016, Daerah Khusus Ib","Binatu Cucian Kering, Binatu, Layanan Binatu",+62 817-1717-0395,0,0.0,https://search.google.com/local/reviews?placeid=ChIJc3EuQoj3aS4RwSJhRjD-6II&q=la,https://www.google.com/maps?cid=9433068902820160193,-6.168758599999999,106.7921714,https://www.laundryosonjakarta.com/,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipPhNUJX97kpD4dl51FGQzoTOggiNtZ1rch4cy0=
