Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
Washy Wash Laundry,"Jl. Desa Cipadung No.100b, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",Cipadung,Binatu Cucian Kering,Asia/Jakarta,"0812-1925-9722, +62 812-1925-9722",YES,15.0,5.0,https://search.google.com/local/reviews?placeid=ChIJqQpPUxnDaC4RljgTudBvzig&q=la,https://www.google.com/maps?cid=2940410548968437910,-6.929556,107.7152156,None,None,"Sabtu: [07.00-18.00], Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.0",https://lh5.googleusercontent.com/p/AF1QipPftb--20rFBDRiVNle970IWAI_l63fvgj4JxvP
R Laundry,"Jl. Pandanwangi No.24, Cibiru Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa Bara",Cibiru Wetan,Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ-5kcaiXDaC4RYzJFbNvNqAY&q=la,https://www.google.com/maps?cid=479859702612963939,-6.9349914,107.7265576,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=23sDYWNaOi0RAbkSd
Sopo Laundry Cab. Sindangreret Cibiru,"Jl. Sindangreret, Cibiru Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 406",Cibiru Wetan,Binatu Cucian Kering,Asia/Jakarta,"0878-2778-5939, +62 878-2778-5939",YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJSZDxwCPDaC4RMU2Re8Z_MOU&q=la,https://www.google.com/maps?cid=16514840324020981041,-6.9316521,107.7237622,None,None,"Sabtu: [08.00-19.00], Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.0",https://lh5.googleusercontent.com/p/AF1QipN8WxG94JJC0K5xBowhPIDKGe10un3JpAtJK-UL
CC Laundry Express,"Jl. Manisi No.41, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",Cipadung,Binatu Cucian Kering,Asia/Jakarta,"0857-2220-6361, +62 857-2220-6361",NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJOyzcYwDDaC4RUkosqQwstKY&q=la,https://www.google.com/maps?cid=12012274538993437266,-6.926205,107.720489,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipOkdlaeXrUbtTxFKDlcwMkmT5YYbxu7PCgvWBg2
Ichiban Laundry,"Jl. Manisi No.6, Pasir Biru, Kec. Cibiru, Kota Bandung, Jawa Barat 40615",Pasir Biru,Binatu,Asia/Jakarta,"0852-2255-9944, +62 852-2255-9944",YES,2.0,4.5,https://search.google.com/local/reviews?placeid=ChIJjcNDASnDaC4R3xgvldN7g3s&q=la,https://www.google.com/maps?cid=8900093437285439711,-6.9314931,107.7195041,None,None,"Sabtu: [08.00-20.00], Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.0",https://lh3.googleusercontent.com/gps-proxy/ALd4DhEc9g9u3Y8Ok7hB8v8iM47y7is3Avl6
SANY LAUNDRY PUSAT,"Ruko Perum Eastern Hills No.1, Cipadung, Cibiru, Cipadung, Kec. Cibiru, Kota Ban",Cipadung,Layanan Binatu,Asia/Jakarta,"0895-6333-55055, +62 895-6333-55055",YES,24.0,2.5,https://search.google.com/local/reviews?placeid=ChIJ4___vyrDaC4RG1qo9d3wRbI&q=la,https://www.google.com/maps?cid=12845938348244097563,-6.9267527,107.7173794,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOVw5199nhPS-_urkcNOitjLSpMZx2euTgWVB2R
Laura Laundry Manisi,"Jl. Manisi, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",Cipadung,Layanan Binatu,Asia/Jakarta,"0852-2198-6245, +62 852-2198-6245",YES,12.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ6wDNCunDaC4RjLg5rMKq-MQ&q=la,https://www.google.com/maps?cid=14193281978747959436,-6.9318981,107.7192148,None,None,"Sabtu: [07.00-22.00], Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipM91GLkl-JLAzfU5-kDrzxMart5Bb_8wS9iyjF6
RUMAH CUCI LS,"Gg. Bakti 5 No.4, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",Cipadung,Binatu Cucian Kering,Asia/Jakarta,None,NO,10.0,5.0,https://search.google.com/local/reviews?placeid=ChIJdyE_VADDaC4Rqs8hjEb6IwQ&q=la,https://www.google.com/maps?cid=298357181242265514,-6.9293225,107.7197627,None,None,None,https://lh5.googleusercontent.com/p/AF1QipNHOZZXJ0FSvrHlsHrrtturcg6hV04iO9O3akz4
Laundry Mutiara,"Komp. BUMI PANYILEUKAN JLN. TURKI II blok N1 no 05, Cipadung Kidul, Kec. Panyile",Cipadung Kidul,Binatu,Asia/Jakarta,None,YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ-8uJ2lrDaC4Rg2Bwpmzd4Vk&q=la,https://www.google.com/maps?cid=6476701197854072963,-6.9457575,107.7101984,None,None,"Sabtu: [07.00-22.00], Minggu: [Tutup], Senin: [07.00-22.00], Selasa: [07.00-22.0",https://lh5.googleusercontent.com/p/AF1QipPAZhhmMoaatua6r1tHh-699UhnrWTzbyVFNVwC
Laundry-Q Syariah,"Komplek Permata Biru, Blok R No. 60, Cinunuk, Cinunuk, Bandung, Kabupaten Bandun",Cinunuk,Layanan Binatu,Asia/Jakarta,"0896-1149-3564, +62 896-1149-3564",NO,3.0,4.7,https://search.google.com/local/reviews?placeid=ChIJSZrH9zzDaC4Rhd3mFvAKQjY&q=la,https://www.google.com/maps?cid=3909699452803669381,-6.940957399999999,107.7309642,None,None,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFVvrewdRYNNTMOIy_fcXcmaE-sHCJo
Cloud Laundry - Laundry Express 4 Jam Antar Jemput Bandung Ciumbuleuit,"Circle K, Jl. Ciumbuleuit No.151c Lt.2, Ciumbuleuit, Kec. Cidadap, Kota Bandung,",Jl. Ciumbuleuit No.151c Lt.2,Layanan Binatu,Asia/Jakarta,"0851-7327-4826, +62 851-7327-4826",YES,169.0,5.0,https://search.google.com/local/reviews?placeid=ChIJiUdjp7znaC4RJ4dWuD-pHiY&q=la,https://www.google.com/maps?cid=2746818913883293479,-6.8748361,107.6044003,https://linktr.ee/cloudlaundry,linktr.ee,"Sabtu: [08.00-22.00], Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNdrmd6_3uGB081_0fbgqTKu7-MeZMzhsLCuJhT
99 laundry,"Jl. Kapten Abdul Hamid No.63, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Hegarmanah,Binatu,Asia/Jakarta,"0815-7330-1221, +62 815-7330-1221",YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ97wCrk7naC4RLXhP_E4f4pY&q=la,https://www.google.com/maps?cid=10872286874526775341,-6.865578299999999,107.5959861,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xN6Ems5NUKjHd-BtQ
Laundryklin Ciumbuleuit,"Jl. Ciumbuleuit No.106, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 4014",Ciumbuleuit,Binatu,Asia/Jakarta,"0851-7676-2341, +62 851-7676-2341",YES,123.0,5.0,https://search.google.com/local/reviews?placeid=ChIJE1AfEUTnaC4Rg7fRwQUrZsA&q=la,https://www.google.com/maps?cid=13863815806633228163,-6.8738357,107.6048566,http://www.laundryklin-ciumbuleuit.com/,laundryklin-ciumbuleuit.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMZdGFUL_D_LtRvHRJnzJpCczgq6sVXFG82m8tr
Hi! LAUNDRY,"Jl. Ciumbuleuit No.125, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 4014",Ciumbuleuit,Layanan Binatu,Asia/Jakarta,"0878-2310-6136, +62 878-2310-6136",YES,11.0,4.8,https://search.google.com/local/reviews?placeid=ChIJM8yMRcLnaC4RR_51lAUMtyE&q=la,https://www.google.com/maps?cid=2429423742094802503,-6.873854199999999,107.6046618,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOVcfrqzm1TBKFmr5BKTO3YUxiLeZm4u9haM4sE
Indo express laundry (parahyangan residence),"4JF3+37Q, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Hegarmanah,Layanan Binatu,Asia/Jakarta,"0817-200-193, +62 817-200-193",NO,68.0,4.9,https://search.google.com/local/reviews?placeid=ChIJleQhA_LmaC4R9zC5vc374s8&q=la,https://www.google.com/maps?cid=14979812171657588983,-6.8772825,107.6032459,http://www.indolaundry.id/,indolaundry.id,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPpuiZfS1rX6JloDExK_QueFSbk03ZHtCoEaE0U
MAMY LAUNDRY CIUMBELUIT,"Jl. Ciumbuleuit No.10, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Hegarmanah,Binatu,Asia/Jakarta,None,NO,13.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ_UI6N87naC4RH-g5itrSvOU&q=la,https://www.google.com/maps?cid=16554338166370854943,-6.882958299999999,107.6048296,None,None,None,https://lh5.googleusercontent.com/p/AF1QipORCB4nm4jq9Qlt7mYYVpBuJdAbUz8vIAZCee1e
Chingu Laundry Express Ciumbuleuit,"4J93+GG9, Jl. Ciumbuleuit, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40",Jl. Ciumbuleuit,Binatu,Asia/Jakarta,"0811-8885-1121, +62 811-8885-1121",YES,21.0,4.8,https://search.google.com/local/reviews?placeid=ChIJHfR8cwDnaC4RC_ZOkPKLsj8&q=la,https://www.google.com/maps?cid=4589884844163397131,-6.881244499999999,107.6038326,https://chingu-laundry.com/ciumbuleuit/,chingu-laundry.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMfsypk7Txi30GVpgtSq6slGWyxf9DZbKE3draV
LaundryKlin Setiabudi  Laundry Antar Jemput Bandung,"Jl. Dr. Setiabudi No.280, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143",Ledeng,Layanan Binatu,Asia/Jakarta,"0822-6233-9486, +62 822-6233-9486",YES,278.0,4.9,https://search.google.com/local/reviews?placeid=ChIJLSQQSmznaC4RuAykVjqjYt8&q=la,https://www.google.com/maps?cid=16096607489132596408,-6.8598279,107.5948745,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNV60m7RbrBzCEn-cAaFZtKTtEqtH26n0PfUfDr
Rairaka Laundry,"JL Bukit Hegar, No. 20, Ciumbuleuit, Cidadap, Hegarmanah, Bandung, Kota Bandung,",Hegarmanah,Layanan Binatu,Asia/Jakarta,"(022) 2036336, +62 22 2036336",NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ7Uv90-3maC4Rk6V63G6bwk8&q=la,https://www.google.com/maps?cid=5747326974925907347,-6.8747306,107.6033611,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4y6Vkczswk1Amy6Km
1 First ST Laundry,"Jl. Cikendi No.9, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Hegarmanah,Layanan Binatu,Asia/Jakarta,"0878-2426-7574, +62 878-2426-7574",NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJFf2yve3maC4Rw5r2rVMNVbQ&q=la,https://www.google.com/maps?cid=12994306952899500739,-6.8755934,107.6018043,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K47r5eha65SYqu7QH
Karyain Laundry Cinambo,"Perum Graha Pesona Blk. C No.21, RT.004/RW.002 Kel, Cisaranten Wetan, Kec. Cinam","RT.004/RW.002 Kel, Cisaranten Wetan",Layanan Binatu,Asia/Jakarta,"0851-7530-9800, +62 851-7530-9800",YES,38.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ19AyAabnaC4RcyeibMqcr88&q=la,https://www.google.com/maps?cid=14965352479995340659,-6.9228166,107.6868733,https://karyainlaundry.com/,karyainlaundry.com,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMudfj5GCZ6gOhr2uCwgqYRMB6qLt5ORuGeCdIp
Humaira Laundry,"3M5V+64H, Jl. Gedebage Wetan, Cisaranten Kidul, Kec. Gedebage, Kota Bandung, Jaw",Jl. Gedebage Wetan,"Pemasok peralatan binatu yang dioperasikan dengan koin, Binatu",Asia/Jakarta,"0813-8298-6165, +62 813-8298-6165",YES,9.0,4.9,https://search.google.com/local/reviews?placeid=ChIJUZAWbKjDaC4R_mMDJOQY_s0&q=la,https://www.google.com/maps?cid=14843328789995545598,-6.941980699999999,107.692758,None,None,"Sabtu: [Buka 24 jam], Minggu: [Tutup], Senin: [Buka 24 jam], Selasa: [Buka 24 ja",https://lh5.googleusercontent.com/p/AF1QipMct4N2q4WhHO1c4qxQ0AmRcdw9sQybPZXv1oal
UBR Laundry Bandung Timur 24 Jam,"Jl. Sukamulya IV No.23, RT.04/RW.04, Sukamulya, Kec. Cinambo, Kota Bandung, Jawa","RT.04/RW.04, Sukamulya",Binatu,Asia/Jakarta,"0858-1305-1305, +62 858-1305-1305",YES,21.0,5.0,https://search.google.com/local/reviews?placeid=ChIJtZX-cvndaC4RDl-2I-84GX8&q=la,https://www.google.com/maps?cid=9158413916982107918,-6.9171387,107.7003669,https://www.instagram.com/ubr.laundry?igsh=YTk1bGRwcWMxdWpj,instagram.com,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPZ9OPcQEartYE7RgNxN42r76Hzinkhonj4neYo
Clothes Laundry,"Cluster Fujiyama No.33, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat",Babakan Penghulu,Layanan Binatu,Asia/Jakarta,"0811-2077-784, +62 811-2077-784",YES,20.0,4.9,https://search.google.com/local/reviews?placeid=ChIJtawyuTzdaC4RCnxoHYeIUCY&q=la,https://www.google.com/maps?cid=2760856685473463306,-6.9288599,107.6861598,None,None,"Sabtu: [08.00-17.00], Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.0",https://lh5.googleusercontent.com/p/AF1QipMJYyoUXpw9s-8xqLRb8XZmUlL6mrWDOh_b2-7r
Bening Laundry,"Jalan Riung Arum Raya, Jl. Riung Bandung Raya No.88, Cisaranten Kidul, Kec. Gede",Jl. Riung Bandung Raya No.88,Binatu,Asia/Jakarta,"0813-2050-0088, +62 813-2050-0088",YES,41.0,4.7,https://search.google.com/local/reviews?placeid=ChIJd-8iv7zCaC4RUK5LvP32tec&q=la,https://www.google.com/maps?cid=16696522763192217168,-6.9462604,107.681376,None,None,"Sabtu: [08.00-20.00], Minggu: [08.00-15.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMwJcdB7PlLku1jVrSM3ww1BnroNXWknF2obzc=
Bio Clean Laundry - Gedebage,"3M6Q+8H6, Jl. Rancameong, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Bar",Jl. Rancameong,Layanan Binatu,Asia/Jakarta,None,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ8wC-dFjDaC4RxO-aoUau_vM&q=la,https://www.google.com/maps?cid=17581681613683224516,-6.939224299999999,107.6888955,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMZAa66Fye-B15Y9sV47w9VNHGkrRf8YhihW574
FRUITS DIGITAL LAUNDRY BANDUNG (LAUNDRY GRATIS ANTAR JEMPUT BANDUNG),"Jl. Cijambe No.32, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 4061",Pasir Endah,Binatu,Asia/Jakarta,"0877-2873-3626, +62 877-2873-3626",YES,24.0,4.7,https://search.google.com/local/reviews?placeid=ChIJW4r4XrbdaC4RdVjuEEaWQZc&q=la,https://www.google.com/maps?cid=10899157800889243765,-6.907037,107.6911595,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMpzX1cA6uln-4xRm6LZ8KFatb815Lj0NPdzPfk
Ujung Berung,"Jl. Rumah Sakit No.31, Sukamulya, Kec. Cinambo, Kota Bandung, Jawa Barat 45474",Sukamulya,Layanan Binatu,Asia/Jakarta,None,NO,37.0,4.3,https://search.google.com/local/reviews?placeid=ChIJVXDxKDHdaC4RGSQwIjEDTdk&q=la,https://www.google.com/maps?cid=15658174988998943769,-6.9172822,107.6991088,None,None,None,https://lh5.googleusercontent.com/p/AF1QipOcfRohzX-d1v9MZ7mQBLkb-N-k8zBJ0E6IgJZs
Briwash Laundry Express - Riung Bandung,"Jl. Riung Hegar Raya No.10, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Bara",Cipamokolan,Layanan Binatu,Asia/Jakarta,"0851-7971-6134, +62 851-7971-6134",YES,133.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ_1OjHkPDaC4R9Dxye-Ohnnw&q=la,https://www.google.com/maps?cid=8979792705424080116,-6.9429662,107.6800225,http://briwash.id/,briwash.id,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipM6M1fTB75Uj5i5IuCL0oDDpHmwHEoDFJgT93N2
Klambi Clean Laundry,"Grand Pinus Regency, Cluster Fujiyama Perum No.33, Babakan Penghulu, Kec. Cinamb",Cluster Fujiyama Perum No.33,Layanan Binatu,Asia/Jakarta,"0812-2111-2176, +62 812-2111-2176",YES,9.0,5.0,https://search.google.com/local/reviews?placeid=ChIJM3sFHkzDaC4RVhBaUe2AWkU&q=la,https://www.google.com/maps?cid=4997448493281448022,-6.9288725,107.6860596,None,None,"Sabtu: [08.00-17.00], Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.0",https://lh5.googleusercontent.com/p/AF1QipNixgWbDBZnSZqYn1puB2iP2ACHurODUDpeAbc=
San Laundry & service ritel,"Jl. Tubagus Ismail Dalam No.8 lebak gede, Sekeloa, Kecamatan Coblong, Kota Bandu",Sekeloa,Layanan Binatu,Asia/Jakarta,"0821-1000-0651, +62 821-1000-0651",YES,49.0,4.9,https://search.google.com/local/reviews?placeid=ChIJb-8eShDnaC4RAQfLgVzAXWI&q=la,https://www.google.com/maps?cid=7088032892098119425,-6.8876778,107.6164341,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipNfG26rKtagtJm_G0SSeQARJ_OFPwSoydDf0cbG
LaundryDay Dago  Laundry Antar Jemput,"Jl. Ir. H. Juanda No.378, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 4013",Dago,"Layanan Binatu, Binatu",Asia/Jakarta,"0811-2033-219, +62 811-2033-219",YES,414.0,4.9,https://search.google.com/local/reviews?placeid=ChIJBzXF-7znaC4RtBpWEyrJKN0&q=la,https://www.google.com/maps?cid=15936208464000719540,-6.8749116,107.6190166,https://www.laundryday.id/,laundryday.id,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNYxkMJqi_tJXCyMI4UXcy2mC7am1pZIl1A6AiZ
Indo Express Laundry (DAGO),"Jl. Tubagus Ismail No.2B, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat",Lebakgede,Binatu,Asia/Jakarta,"0818-832-880, +62 818-832-880",YES,48.0,4.9,https://search.google.com/local/reviews?placeid=ChIJfS5YahHnaC4RH20zObIvpGk&q=la,https://www.google.com/maps?cid=7612261712673336607,-6.8839983,107.6147294,https://indolaundry.id/,indolaundry.id,"Sabtu: [08.00-17.30], Minggu: [08.00-17.30], Senin: [08.00-17.30], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPq5RGbrw2LOu9BOR626xz5WN8oHvL3udbwYcBj
Sorcha Laundry Tubagus,"Jl. Tubagus Ismail Dalam No.54, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa",Lebakgede,Layanan Binatu,Asia/Jakarta,"0811-1111-2731, +62 811-1111-2731",YES,682.0,5.0,https://search.google.com/local/reviews?placeid=ChIJw3JjAbvnaC4R8ospRYfzq5w&q=la,https://www.google.com/maps?cid=11289384653240765426,-6.8891196,107.6168332,http://www.sorchalaundry.com/,sorchalaundry.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipML05eCUG5el4unj6ZdBrvIhW6LyAz5EHuAFkiq
LaundryKlin Dipatiukur  Laundry Antar Jemput,"Jl. Dipati Ukur No.92, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40",Lebak Gede,"Layanan Binatu, Binatu",Asia/Jakarta,"0851-7318-3938, +62 851-7318-3938",YES,382.0,4.9,https://search.google.com/local/reviews?placeid=ChIJg-jGFAPnaC4RbVW4tgGmaVM&q=la,https://www.google.com/maps?cid=6010517703993349485,-6.8880443,107.6155399,https://www.laundryklinwijaya.com/,laundryklinwijaya.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipP0LWU_IImEOFgCOr3TlwmaQC2-iMztS-GoC57Z
Quins Laundry,"Jl. Sadang Saip No.21, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Bara",Sadang Serang,Layanan Binatu,Asia/Jakarta,"0812-2201-0021, +62 812-2201-0021",YES,63.0,5.0,https://search.google.com/local/reviews?placeid=ChIJH9dI1WfnaC4R7G9NMiEuzB4&q=la,https://www.google.com/maps?cid=2219199436499546092,-6.8956708,107.6242811,None,None,"Sabtu: [07.00-20.00], Minggu: [08.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMAXHl70o8VbTcvmMrhb_rKf2pduJ7dXx50cOQW
Laundry Express 2jam Mirai Laundry || Melayani Antar Jemput,"Jl. Cisitu Lama No.11, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Dago,Binatu,Asia/Jakarta,"0822-9556-2095, +62 822-9556-2095",YES,33.0,4.7,https://search.google.com/local/reviews?placeid=ChIJO6FRioXnaC4Rd1YR3IcrQPA&q=la,https://www.google.com/maps?cid=17311884830124889719,-6.8808668,107.6118035,None,None,"Sabtu: [07.00-22.00], Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPJ2AMqdehK7VDN9qCowXcAp1mCfl9SpqPcCY_t
Green.Point Laundry Antar jemput,"Jl. Sekeloa No.30a, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",Lebakgede,"Pemasok peralatan binatu yang dioperasikan dengan koin, Layanan Binatu",Asia/Jakarta,"0821-2135-9993, +62 821-2135-9993",YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ0dwcknvnaC4RwQ4baxblX3Y&q=la,https://www.google.com/maps?cid=8529788103711985345,-6.889233399999999,107.6180872,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipP4yNVN1u7ZCmXFgXk-Li1-yARwyy72KmuP7Hz4
B&D Araya Laundry,"seberang Ardan Hotel, Jl. Sederhana No.49, Pasteur, Kec. Sukajadi, Kota Bandung,",Jl. Sederhana No.49,Binatu,Asia/Jakarta,"0813-8159-2892, +62 813-8159-2892",YES,75.0,4.0,https://search.google.com/local/reviews?placeid=ChIJI7Bg7F3maC4RY0NrMh7l7Nk&q=la,https://www.google.com/maps?cid=15703177918591746915,-6.8930677,107.5988503,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh3.googleusercontent.com/gps-proxy/ALd4DhHJkcgkOtekyYadzLIfGzhEQPmi8qBD
Laundry77 (Laundry Antar Jemput),"Jl. Gagak No.53, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 4013",Sadang Serang,"Layanan Binatu, Binatu Cucian Kering",Asia/Jakarta,"0851-7323-7322, +62 851-7323-7322",YES,46.0,5.0,https://search.google.com/local/reviews?placeid=ChIJV9XZsiLnaC4RCXPcGjuK5yQ&q=la,https://www.google.com/maps?cid=2659246091443925769,-6.8956467,107.6252234,https://lynk.id/laundry77,lynk.id,"Sabtu: [09.00-21.00], Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.0",https://lh5.googleusercontent.com/p/AF1QipO338IhhH7l4r8gZaA5sRWyEJ604_F4CxgXkxka
"JIFAN LAUNDRY,JIFAN WASH SHOES","Jl. Ciheulang No.90, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",Sekeloa,Layanan Binatu,Asia/Jakarta,"0812-2456-7381, +62 812-2456-7381",YES,12.0,5.0,https://search.google.com/local/reviews?placeid=ChIJVZfEY1XmaC4RPQU2utV1v8g&q=la,https://www.google.com/maps?cid=14465410088949908797,-6.8871118,107.6192704,None,None,"Sabtu: [08.00-21.00], Minggu: [15.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMx-JAQfLigI64h8nQISRX59t6rc326iXz8s3c2
Angelica Laundry,"Jl. Ir. H. Juanda No.477, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat",Ciburial,Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJh8F6RiDnaC4RfWVUxbIbkZQ&q=la,https://www.google.com/maps?cid=10705368243865150845,-6.8643611,107.6236058,None,None,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGTXHKKZr_u7egvyurdwZ2gYqBJC105
